"Dhin" "Dain" "Bwin" "Erosion" "deltacrest"
"576" 5.653 86.873 41.000 5.653 0.000
"577" 6.153 99.228 41.000 6.153 0.000
"578" 2.553 16.799 41.000 8.375 1.000
"579" 2.853 21.559 41.000 6.861 0.500
"580" 3.153 25.312 41.000 8.212 0.570
"581" 3.453 29.335 41.000 6.743 0.390
"582" 3.753 35.504 41.000 6.625 0.330
"583" 4.053 40.217 41.000 7.075 0.330
"584" 3.453 50.055 41.000 6.907 0.000
"585" 4.353 45.2 41.000 7.525 0.330
"586" 4.753 54.641 41.000 4.753 0.000
"587" 5.153 62.385 41.000 8.017 0.150
"588" 5.653 75.567 41.000 5.653 0.000
"589" 6.153 86.922 41.000 6.153 0.000
"590" 2.553 11.692 41.000 11.692 4.400
"591" 2.853 15.852 41.000 7.779 1.240
"592" 3.153 19.005 41.000 6.221 1.000
"593" 3.453 22.428 41.000 7.636 1.090
"594" 3.753 27.998 41.000 7.283 0.850
"595" 3.753 58.024 41.000 5.630 0.000
"596" 4.053 32.111 41.000 8.396 0.900
"597" 4.353 36.494 41.000 9.607 0.950
"598" 4.753 45.134 41.000 6.409 0.670
"599" 5.153 52.078 41.000 6.809 0.670
"600" 5.653 64.26 41.000 8.203 0.560
"601" 6.153 74.615 41.000 8.140 0.670
"602" 4.053 64.537 41.000 6.080 0.000
"603" 4.353 71.32 41.000 6.530 0.000
"604" 4.753 83.161 41.000 4.753 0.000
"605" 5.153 93.305 41.000 7.730 0.000
"606" 2.553 35.949 41.000 3.830 0.000
"607" 5.653 123.62 41.000 0.000 0.000
"608" 6.153 142.302 41.000 0.000 0.000
"609" 2.553 30.842 41.000 3.830 0.000
"610" 2.853 37.252 41.000 2.853 0.000
"611" 3.153 42.655 41.000 3.153 0.000
"612" 3.453 50.055 41.000 3.453 0.000
"613" 3.753 56.148 41.000 3.753 0.000
"614" 4.053 64.537 41.000 2.027 0.000
"615" 4.353 73.497 41.000 0.000 0.000
"616" 4.753 83.161 41.000 2.377 0.000
"617" 2.853 42.959 41.000 2.853 0.000
"618" 5.153 95.882 41.000 0.000 0.000
"619" 5.653 112.313 41.000 0.000 0.000
"620" 6.153 129.995 41.000 0.000 0.000
"621" 2.553 25.736 41.000 3.830 0.000
"622" 2.853 31.545 41.000 2.853 0.000
"623" 3.153 36.348 41.000 3.153 0.000
"624" 3.453 43.148 41.000 3.453 0.000
"625" 3.753 48.641 41.000 3.753 0.000
"626" 4.053 56.431 41.000 2.027 0.000
"627" 4.353 64.79 41.000 0.000 0.000
"628" 3.153 48.962 41.000 3.153 0.000
"629" 4.753 73.654 41.000 2.377 0.000
"630" 5.153 85.575 41.000 0.000 0.000
"631" 5.653 101.007 41.000 0.000 0.000
"632" 6.153 117.688 41.000 0.000 0.000
"633" 2.553 20.629 41.000 4.993 0.330
"634" 2.853 25.839 41.000 2.853 0.000
"635" 3.153 30.042 41.000 3.153 0.000
"636" 3.453 36.241 41.000 3.453 0.000
"637" 3.753 41.134 41.000 3.753 0.000
"638" 4.053 48.324 41.000 2.027 0.000
"639" 3.453 56.961 41.000 3.453 0.000
"640" 4.353 56.084 41.000 0.000 0.000
"641" 4.753 64.148 41.000 2.377 0.000
"642" 5.153 75.268 41.000 0.000 0.000
"643" 5.653 89.7 41.000 0.000 0.000
"644" 6.153 105.382 41.000 0.000 0.000
"645" 2.553 15.522 41.000 6.321 1.000
"646" 2.853 20.132 41.000 4.846 0.670
"647" 3.153 23.735 41.000 5.146 0.670
"648" 3.453 29.335 41.000 2.889 0.330
"649" 3.753 33.628 41.000 3.039 0.330
"650" 3.753 63.654 41.000 3.753 0.000
"651" 4.053 40.217 41.000 3.355 0.330
"652" 4.353 47.377 41.000 0.000 0.000
"653" 4.753 54.641 41.000 2.404 0.130
"654" 5.153 64.962 41.000 0.000 0.000
"655" 5.653 78.393 41.000 0.000 0.000
"656" 6.153 93.075 41.000 0.000 0.000
"657" 4.053 72.644 41.000 2.027 0.000
"658" 4.353 82.204 41.000 0.000 0.000
"659" 4.753 92.668 41.000 2.377 0.000
"660" 5.153 106.188 41.000 0.000 0.000
"661" 2.553 38.502 41.000 2.553 0.000
"662" 5.653 140.58 41.000 0.000 0.000
"663" 6.153 160.762 41.000 0.000 0.000
"664" 2.553 33.396 41.000 2.553 0.000
"665" 2.853 40.105 41.000 1.427 0.000
"666" 3.153 47.385 41.000 1.577 0.000
"667" 3.453 55.235 41.000 0.000 0.000
"668" 3.753 63.654 41.000 0.000 0.000
"669" 4.053 72.644 41.000 0.000 0.000
"670" 4.353 82.204 41.000 0.000 0.000
"671" 4.753 95.044 41.000 0.000 0.000
"672" 2.853 45.812 41.000 1.427 0.000
"673" 5.153 108.765 41.000 0.000 0.000
"674" 5.653 129.273 41.000 0.000 0.000
"675" 6.153 148.455 41.000 0.000 0.000
"676" 2.553 28.289 41.000 2.553 0.000
"677" 2.853 34.399 41.000 1.427 0.000
"678" 3.153 41.078 41.000 1.577 0.000
"679" 3.453 48.328 41.000 0.000 0.000
"680" 3.753 56.148 41.000 0.000 0.000
"681" 4.053 64.537 41.000 0.000 0.000
"682" 4.353 73.497 41.000 0.000 0.000
"683" 3.153 53.692 41.000 1.577 0.000
"684" 4.753 85.538 41.000 0.000 0.000
"685" 5.153 98.458 41.000 0.000 0.000
"686" 5.653 117.967 41.000 0.000 0.000
"687" 6.153 136.148 41.000 0.000 0.000
"688" 2.553 23.182 41.000 2.553 0.000
"689" 2.853 28.692 41.000 1.427 0.000
"690" 3.153 34.772 41.000 1.577 0.000
"691" 3.453 41.421 41.000 0.000 0.000
"692" 3.753 48.641 41.000 0.000 0.000
"693" 4.053 56.431 41.000 0.000 0.000
"694" 3.453 62.141 41.000 0.000 0.000
"695" 4.353 64.79 41.000 0.000 0.000
"696" 4.753 76.031 41.000 0.000 0.000
"697" 5.153 88.152 41.000 0.000 0.000
"698" 5.653 106.66 41.000 0.000 0.000
"699" 6.153 123.842 41.000 0.000 0.000
"700" 2.553 18.076 41.000 4.880 0.670
"701" 2.853 22.985 41.000 2.756 0.330
"702" 3.153 28.465 41.000 0.638 0.050
"703" 3.453 34.515 41.000 0.000 0.000
"704" 3.753 41.134 41.000 0.000 0.000
"705" 3.753 71.161 41.000 0.000 0.000
"706" 4.053 48.324 41.000 0.000 0.000
"707" 4.353 56.084 41.000 0.000 0.000
"708" 4.753 66.524 41.000 0.000 0.000
"709" 5.153 77.845 41.000 0.000 0.000
"710" 5.653 95.353 41.000 0.000 0.000
"711" 6.153 111.535 41.000 0.000 0.000
"712" 4.053 80.751 41.000 0.000 0.000
"713" 4.353 90.91 41.000 0.000 0.000
"714" 4.753 104.551 41.000 0.000 0.000
"715" 5.153 119.072 41.000 0.000 0.000
"716" 2.553 42.332 41.000 0.000 0.000
"717" 5.653 154.713 41.000 0.000 0.000
"718" 6.153 179.222 41.000 0.000 0.000
"719" 2.553 37.226 41.000 0.000 0.000
"720" 2.853 44.385 41.000 0.000 0.000
"721" 3.153 52.115 41.000 0.000 0.000
"722" 3.453 60.415 41.000 0.000 0.000
"723" 3.753 71.161 41.000 0.000 0.000
"724" 4.053 80.751 41.000 0.000 0.000
"725" 4.353 90.91 41.000 0.000 0.000
"726" 4.753 106.928 41.000 0.000 0.000
"727" 2.853 50.092 41.000 0.000 0.000
"728" 5.153 121.648 41.000 0.000 0.000
"729" 5.653 143.407 41.000 0.000 0.000
"730" 6.153 166.915 41.000 0.000 0.000
"731" 2.553 32.119 41.000 0.000 0.000
"732" 2.853 38.679 41.000 0.000 0.000
"733" 3.153 45.808 41.000 0.000 0.000
"734" 3.453 53.508 41.000 0.000 0.000
"735" 3.753 63.654 41.000 0.000 0.000
"736" 4.053 72.644 41.000 0.000 0.000
"737" 4.353 82.204 41.000 0.000 0.000
"738" 3.153 58.422 41.000 0.000 0.000
"739" 4.753 97.421 41.000 0.000 0.000
"740" 5.153 111.342 41.000 0.000 0.000
"741" 5.653 132.1 41.000 0.000 0.000
"742" 6.153 154.608 41.000 0.000 0.000
"743" 2.553 27.012 41.000 0.000 0.000
"744" 2.853 32.972 41.000 0.000 0.000
"745" 3.153 39.502 41.000 0.000 0.000
"746" 3.453 46.601 41.000 0.000 0.000
"747" 3.753 56.148 41.000 0.000 0.000
"748" 4.053 64.537 41.000 0.000 0.000
"749" 3.453 67.321 41.000 0.000 0.000
"750" 4.353 73.497 41.000 0.000 0.000
"751" 4.753 87.914 41.000 0.000 0.000
"752" 5.153 101.035 41.000 0.000 0.000
"753" 5.653 120.793 41.000 0.000 0.000
"754" 6.153 142.302 41.000 0.000 0.000
"755" 2.553 21.906 41.000 0.000 0.000
"756" 2.853 27.265 41.000 0.000 0.000
"757" 3.153 33.195 41.000 0.000 0.000
"758" 3.453 39.695 41.000 0.000 0.000
"759" 3.753 48.641 41.000 0.000 0.000
"760" 3.753 78.668 41.000 0.000 0.000
"761" 4.053 56.431 41.000 0.000 0.000
"762" 4.353 64.79 41.000 0.000 0.000
"763" 4.753 78.408 41.000 0.000 0.000
"764" 5.153 90.728 41.000 0.000 0.000
"765" 5.653 109.487 41.000 0.000 0.000
"766" 6.153 129.995 41.000 0.000 0.000
"767" 4.053 88.857 41.000 0.000 0.000
"768" 4.353 99.617 41.000 0.000 0.000
"769" 4.753 116.434 41.000 0.000 0.000
"770" 5.153 131.955 41.000 0.000 0.000
"771" 2.553 44.886 41.000 0.000 0.000
"772" 5.653 171.673 41.000 0.000 0.000
"773" 6.153 197.682 41.000 0.000 0.000
"774" 2.553 39.779 41.000 0.000 0.000
"775" 2.853 48.665 41.000 0.000 0.000
"776" 3.153 56.845 41.000 0.000 0.000
"777" 3.453 67.321 41.000 0.000 0.000
"778" 3.753 76.791 41.000 0.000 0.000
"779" 4.053 88.857 41.000 0.000 0.000
"780" 4.353 99.617 41.000 0.000 0.000
"781" 4.753 116.434 41.000 0.000 0.000
"782" 2.853 54.372 41.000 0.000 0.000
"783" 5.153 134.532 41.000 0.000 0.000
"784" 5.653 160.367 41.000 0.000 0.000
"785" 6.153 185.375 41.000 0.000 0.000
"786" 2.553 34.672 41.000 0.000 0.000
"787" 2.853 42.959 41.000 0.000 0.000
"788" 3.153 50.538 41.000 0.000 0.000
"789" 3.453 60.415 41.000 0.000 0.000
"790" 3.753 69.284 41.000 0.000 0.000
"791" 4.053 80.751 41.000 0.000 0.000
"792" 4.353 90.91 41.000 0.000 0.000
"793" 3.153 63.152 41.000 0.000 0.000
"794" 4.753 106.928 41.000 0.000 0.000
"795" 5.153 124.225 41.000 0.000 0.000
"796" 5.653 149.06 41.000 0.000 0.000
"797" 6.153 173.068 41.000 0.000 0.000
"798" 2.553 29.566 41.000 0.000 0.000
"799" 2.853 37.252 41.000 0.000 0.000
"800" 3.153 44.232 41.000 0.000 0.000
"801" 3.453 53.508 41.000 0.000 0.000
"802" 3.753 61.778 41.000 0.000 0.000
"803" 4.053 72.644 41.000 0.000 0.000
"804" 3.453 74.228 41.000 0.000 0.000
"805" 4.353 82.204 41.000 0.000 0.000
"806" 4.753 97.421 41.000 0.000 0.000
"807" 5.153 113.918 41.000 0.000 0.000
"808" 5.653 137.753 41.000 0.000 0.000
"809" 6.153 160.762 41.000 0.000 0.000
"810" 2.553 24.459 41.000 0.000 0.000
"811" 2.853 31.545 41.000 0.000 0.000
"812" 3.153 37.925 41.000 0.000 0.000
"813" 3.453 46.601 41.000 0.000 0.000
"814" 3.753 54.271 41.000 0.000 0.000
"815" 3.753 84.298 41.000 0.000 0.000
"816" 4.053 64.537 41.000 0.000 0.000
"817" 4.353 73.497 41.000 0.000 0.000
"818" 4.753 87.914 41.000 0.000 0.000
"819" 5.153 103.612 41.000 0.000 0.000
"820" 5.653 126.447 41.000 0.000 0.000
"821" 6.153 148.455 41.000 0.000 0.000
"822" 4.053 96.964 41.000 0.000 0.000
"823" 4.353 108.324 41.000 0.000 0.000
"824" 4.753 125.941 41.000 0.000 0.000
"825" 5.153 144.838 41.000 0.000 0.000
"826" 2.56 32.217 44.000 6.400 0.000
"827" 5.66 109.66 44.000 5.660 0.000
"828" 6.16 124.025 44.000 6.160 0.000
"829" 2.56 27.097 44.000 6.400 0.000
"830" 2.86 33.066 44.000 5.720 0.000
"831" 3.16 38.025 44.000 6.320 0.000
"832" 3.46 43.254 44.000 6.920 0.000
"833" 3.76 50.633 44.000 5.640 0.000
"834" 4.06 56.552 44.000 6.090 0.000
"835" 4.36 62.741 44.000 6.540 0.000
"836" 4.76 73.793 44.000 4.760 0.000
"837" 2.86 38.786 44.000 5.720 0.000
"838" 5.16 83.145 44.000 5.160 0.000
"839" 5.66 98.34 44.000 5.660 0.000
"840" 6.16 111.705 44.000 6.160 0.000
"841" 2.56 21.977 44.000 5.725 0.060
"842" 2.86 27.346 44.000 5.720 0.000
"843" 3.16 31.705 44.000 6.320 0.000
"844" 3.46 36.334 44.000 6.920 0.000
"845" 3.76 43.113 44.000 5.640 0.000
"846" 4.06 48.432 44.000 6.090 0.000
"847" 4.36 54.021 44.000 6.540 0.000
"848" 3.16 44.345 44.000 6.320 0.000
"849" 4.76 64.273 44.000 4.760 0.000
"850" 5.16 72.825 44.000 5.160 0.000
"851" 5.66 87.02 44.000 5.660 0.000
"852" 6.16 99.385 44.000 6.160 0.000
"853" 2.56 16.857 44.000 6.448 0.670
"854" 2.86 21.626 44.000 5.987 0.420
"855" 3.16 25.385 44.000 5.570 0.330
"856" 3.46 29.414 44.000 6.019 0.330
"857" 3.76 35.593 44.000 7.642 0.280
"858" 4.06 40.312 44.000 7.085 0.330
"859" 3.46 50.174 44.000 6.920 0.000
"860" 4.36 45.301 44.000 7.535 0.330
"861" 4.76 54.753 44.000 4.760 0.000
"862" 5.16 62.505 44.000 5.160 0.000
"863" 5.66 75.7 44.000 5.660 0.000
"864" 6.16 87.065 44.000 6.160 0.000
"865" 2.56 11.737 44.000 11.737 4.400
"866" 2.86 15.906 44.000 5.781 1.000
"867" 3.16 19.065 44.000 6.231 1.000
"868" 3.46 22.494 44.000 6.680 1.000
"869" 3.76 28.073 44.000 5.085 0.670
"870" 3.76 58.153 44.000 5.640 0.000
"871" 4.06 32.192 44.000 5.385 0.670
"872" 4.36 36.581 44.000 6.565 0.730
"873" 4.76 45.233 44.000 6.416 0.670
"874" 5.16 52.185 44.000 6.815 0.670
"875" 5.66 64.38 44.000 5.914 0.440
"876" 6.16 74.745 44.000 8.146 0.670
"877" 4.06 64.672 44.000 6.090 0.000
"878" 4.36 71.461 44.000 6.540 0.000
"879" 4.76 83.313 44.000 4.760 0.000
"880" 5.16 93.465 44.000 5.160 0.000
"881" 2.56 36.057 44.000 3.840 0.000
"882" 5.66 123.81 44.000 0.000 0.000
"883" 6.16 142.505 44.000 0.000 0.000
"884" 2.56 30.937 44.000 3.840 0.000
"885" 2.86 37.356 44.000 2.860 0.000
"886" 3.16 42.765 44.000 3.160 0.000
"887" 3.46 50.174 44.000 1.730 0.000
"888" 3.76 56.273 44.000 1.880 0.000
"889" 4.06 64.672 44.000 2.030 0.000
"890" 4.36 73.641 44.000 0.000 0.000
"891" 4.76 83.313 44.000 0.000 0.000
"892" 2.86 43.076 44.000 2.860 0.000
"893" 5.16 96.045 44.000 0.000 0.000
"894" 5.66 112.49 44.000 0.000 0.000
"895" 6.16 130.185 44.000 0.000 0.000
"896" 2.56 25.817 44.000 3.840 0.000
"897" 2.86 31.636 44.000 2.860 0.000
"898" 3.16 36.445 44.000 3.160 0.000
"899" 3.46 43.254 44.000 1.730 0.000
"900" 3.76 48.753 44.000 1.880 0.000
"901" 4.06 56.552 44.000 2.030 0.000
"902" 4.36 64.921 44.000 0.000 0.000
"903" 3.16 49.085 44.000 3.160 0.000
"904" 4.76 73.793 44.000 0.000 0.000
"905" 5.16 85.725 44.000 0.000 0.000
"906" 5.66 101.17 44.000 0.000 0.000
"907" 6.16 117.865 44.000 0.000 0.000
"908" 2.56 20.697 44.000 4.885 0.210
"909" 2.86 25.916 44.000 2.860 0.000
"910" 3.16 30.125 44.000 3.160 0.000
"911" 3.46 36.334 44.000 1.730 0.000
"912" 3.76 41.233 44.000 1.880 0.000
"913" 4.06 48.432 44.000 2.030 0.000
"914" 3.46 57.094 44.000 1.730 0.000
"915" 4.36 56.201 44.000 0.000 0.000
"916" 4.76 64.273 44.000 0.000 0.000
"917" 5.16 75.405 44.000 0.000 0.000
"918" 5.66 89.85 44.000 0.000 0.000
"919" 6.16 105.545 44.000 0.000 0.000
"920" 2.56 15.577 44.000 4.221 0.670
"921" 2.86 20.196 44.000 2.426 0.330
"922" 3.16 23.805 44.000 3.881 0.440
"923" 3.46 29.414 44.000 2.892 0.330
"924" 3.76 33.713 44.000 3.042 0.330
"925" 3.76 63.793 44.000 1.880 0.000
"926" 4.06 40.312 44.000 0.322 0.020
"927" 4.36 47.481 44.000 0.000 0.000
"928" 4.76 54.753 44.000 0.000 0.000
"929" 5.16 65.085 44.000 0.000 0.000
"930" 5.66 78.53 44.000 0.000 0.000
"931" 6.16 93.225 44.000 0.000 0.000
"932" 4.06 72.792 44.000 2.030 0.000
"933" 4.36 82.361 44.000 0.000 0.000
"934" 4.76 92.833 44.000 0.000 0.000
"935" 5.16 106.365 44.000 0.000 0.000
"936" 2.56 38.617 44.000 2.560 0.000
"937" 5.66 140.79 44.000 0.000 0.000
"938" 6.16 160.985 44.000 0.000 0.000
"939" 2.56 33.497 44.000 2.560 0.000
"940" 2.86 40.216 44.000 1.430 0.000
"941" 3.16 47.505 44.000 0.000 0.000
"942" 3.46 55.364 44.000 0.000 0.000
"943" 3.76 63.793 44.000 0.000 0.000
"944" 4.06 72.792 44.000 0.000 0.000
"945" 4.36 82.361 44.000 0.000 0.000
"946" 4.76 95.213 44.000 0.000 0.000
"947" 2.86 45.936 44.000 1.430 0.000
"948" 5.16 108.945 44.000 0.000 0.000
"949" 5.66 129.47 44.000 0.000 0.000
"950" 6.16 148.665 44.000 0.000 0.000
"951" 2.56 28.377 44.000 2.560 0.000
"952" 2.86 34.496 44.000 1.430 0.000
"953" 3.16 41.185 44.000 0.000 0.000
"954" 3.46 48.444 44.000 0.000 0.000
"955" 3.76 56.273 44.000 0.000 0.000
"956" 4.06 64.672 44.000 0.000 0.000
"957" 4.36 73.641 44.000 0.000 0.000
"958" 3.16 53.825 44.000 0.000 0.000
"959" 4.76 85.693 44.000 0.000 0.000
"960" 5.16 98.625 44.000 0.000 0.000
"961" 5.66 118.15 44.000 0.000 0.000
"962" 6.16 136.345 44.000 0.000 0.000
"963" 2.56 23.257 44.000 2.560 0.000
"964" 2.86 28.776 44.000 1.430 0.000
"965" 3.16 34.865 44.000 0.000 0.000
"966" 3.46 41.524 44.000 0.000 0.000
"967" 3.76 48.753 44.000 0.000 0.000
"968" 4.06 56.552 44.000 0.000 0.000
"969" 3.46 62.284 44.000 0.000 0.000
"970" 4.36 64.921 44.000 0.000 0.000
"971" 4.76 76.173 44.000 0.000 0.000
"972" 5.16 88.305 44.000 0.000 0.000
"973" 5.66 106.83 44.000 0.000 0.000
"974" 6.16 124.025 44.000 0.000 0.000
"975" 2.56 18.137 44.000 3.115 0.400
"976" 2.86 23.056 44.000 2.759 0.330
"977" 3.16 28.545 44.000 0.000 0.000
"978" 3.46 34.604 44.000 0.000 0.000
"979" 3.76 41.233 44.000 0.000 0.000
"980" 3.76 71.313 44.000 0.000 0.000
"981" 4.06 48.432 44.000 0.000 0.000
"982" 4.36 56.201 44.000 0.000 0.000
"983" 4.76 66.653 44.000 0.000 0.000
"984" 5.16 77.985 44.000 0.000 0.000
"985" 5.66 95.51 44.000 0.000 0.000
"986" 6.16 111.705 44.000 0.000 0.000
"987" 4.06 80.912 44.000 0.000 0.000
"988" 4.36 91.081 44.000 0.000 0.000
"989" 4.76 104.733 44.000 0.000 0.000
"990" 5.16 119.265 44.000 0.000 0.000
"991" 2.56 42.457 44.000 0.000 0.000
"992" 5.66 154.94 44.000 0.000 0.000
"993" 6.16 179.465 44.000 0.000 0.000
"994" 2.56 37.337 44.000 0.000 0.000
"995" 2.86 44.506 44.000 0.000 0.000
"996" 3.16 52.245 44.000 0.000 0.000
"997" 3.46 60.554 44.000 0.000 0.000
"998" 3.76 71.313 44.000 0.000 0.000
"999" 4.06 80.912 44.000 0.000 0.000
"1000" 4.36 91.081 44.000 0.000 0.000
"1001" 4.76 107.113 44.000 0.000 0.000
"1002" 2.86 50.226 44.000 0.000 0.000
"1003" 5.16 121.845 44.000 0.000 0.000
"1004" 5.66 143.62 44.000 0.000 0.000
"1005" 6.16 167.145 44.000 0.000 0.000
"1006" 2.56 32.217 44.000 0.000 0.000
"1007" 2.86 38.786 44.000 0.000 0.000
"1008" 3.16 45.925 44.000 0.000 0.000
"1009" 3.46 53.634 44.000 0.000 0.000
"1010" 3.76 63.793 44.000 0.000 0.000
"1011" 4.06 72.792 44.000 0.000 0.000
"1012" 4.36 82.361 44.000 0.000 0.000
"1013" 3.16 58.565 44.000 0.000 0.000
"1014" 4.76 97.593 44.000 0.000 0.000
"1015" 5.16 111.525 44.000 0.000 0.000
"1016" 5.66 132.3 44.000 0.000 0.000
"1017" 6.16 154.825 44.000 0.000 0.000
"1018" 2.56 27.097 44.000 0.000 0.000
"1019" 2.86 33.066 44.000 0.000 0.000
"1020" 3.16 39.605 44.000 0.000 0.000
"1021" 3.46 46.714 44.000 0.000 0.000
"1022" 3.76 56.273 44.000 0.000 0.000
"1023" 4.06 64.672 44.000 0.000 0.000
"1024" 3.46 67.474 44.000 0.000 0.000
"1025" 4.36 73.641 44.000 0.000 0.000
"1026" 4.76 88.073 44.000 0.000 0.000
"1027" 5.16 101.205 44.000 0.000 0.000
"1028" 5.66 120.98 44.000 0.000 0.000
"1029" 6.16 142.505 44.000 0.000 0.000
"1030" 2.56 21.977 44.000 0.000 0.000
"1031" 2.86 27.346 44.000 0.000 0.000
"1032" 3.16 33.285 44.000 0.000 0.000
"1033" 3.46 39.794 44.000 0.000 0.000
"1034" 3.76 48.753 44.000 0.000 0.000
"1035" 3.76 78.833 44.000 0.000 0.000
"1036" 4.06 56.552 44.000 0.000 0.000
"1037" 4.36 64.921 44.000 0.000 0.000
"1038" 4.76 78.553 44.000 0.000 0.000
"1039" 5.16 90.885 44.000 0.000 0.000
"1040" 5.66 109.66 44.000 0.000 0.000
"1041" 6.16 130.185 44.000 0.000 0.000
"1042" 4.06 89.032 44.000 0.000 0.000
"1043" 4.36 99.801 44.000 0.000 0.000
"1044" 4.76 116.633 44.000 0.000 0.000
"1045" 5.16 132.165 44.000 0.000 0.000
"1046" 2.56 45.017 44.000 0.000 0.000
"1047" 5.66 171.92 44.000 0.000 0.000
"1048" 6.16 197.945 44.000 0.000 0.000
"1049" 2.56 39.897 44.000 0.000 0.000
"1050" 2.86 48.796 44.000 0.000 0.000
"1051" 3.16 56.985 44.000 0.000 0.000
"1052" 3.46 67.474 44.000 0.000 0.000
"1053" 3.76 76.953 44.000 0.000 0.000
"1054" 4.06 89.032 44.000 0.000 0.000
"1055" 4.36 99.801 44.000 0.000 0.000
"1056" 4.76 116.633 44.000 0.000 0.000
"1057" 2.86 54.516 44.000 0.000 0.000
"1058" 5.16 134.745 44.000 0.000 0.000
"1059" 5.66 160.6 44.000 0.000 0.000
"1060" 6.16 185.625 44.000 0.000 0.000
"1061" 2.56 34.777 44.000 0.000 0.000
"1062" 2.86 43.076 44.000 0.000 0.000
"1063" 3.16 50.665 44.000 0.000 0.000
"1064" 3.46 60.554 44.000 0.000 0.000
"1065" 3.76 69.433 44.000 0.000 0.000
"1066" 4.06 80.912 44.000 0.000 0.000
"1067" 4.36 91.081 44.000 0.000 0.000
"1068" 3.16 63.305 44.000 0.000 0.000
"1069" 4.76 107.113 44.000 0.000 0.000
"1070" 5.16 124.425 44.000 0.000 0.000
"1071" 5.66 149.28 44.000 0.000 0.000
"1072" 6.16 173.305 44.000 0.000 0.000
"1073" 2.56 29.657 44.000 0.000 0.000
"1074" 2.86 37.356 44.000 0.000 0.000
"1075" 3.16 44.345 44.000 0.000 0.000
"1076" 3.46 53.634 44.000 0.000 0.000
"1077" 3.76 61.913 44.000 0.000 0.000
"1078" 4.06 72.792 44.000 0.000 0.000
"1079" 3.46 74.394 44.000 0.000 0.000
"1080" 4.36 82.361 44.000 0.000 0.000
"1081" 4.76 97.593 44.000 0.000 0.000
"1082" 5.16 114.105 44.000 0.000 0.000
"1083" 5.66 137.96 44.000 0.000 0.000
"1084" 6.16 160.985 44.000 0.000 0.000
"1085" 2.56 24.537 44.000 0.000 0.000
"1086" 2.86 31.636 44.000 0.000 0.000
"1087" 3.16 38.025 44.000 0.000 0.000
"1088" 3.46 46.714 44.000 0.000 0.000
"1089" 3.76 54.393 44.000 0.000 0.000
"1090" 3.76 84.473 44.000 0.000 0.000
"1091" 4.06 64.672 44.000 0.000 0.000
"1092" 4.36 73.641 44.000 0.000 0.000
"1093" 4.76 88.073 44.000 0.000 0.000
"1094" 5.16 103.785 44.000 0.000 0.000
"1095" 5.66 126.64 44.000 0.000 0.000
"1096" 6.16 148.665 44.000 0.000 0.000
"1097" 4.06 97.152 44.000 0.000 0.000
"1098" 4.36 108.521 44.000 0.000 0.000
"1099" 4.76 126.153 44.000 0.000 0.000
"1100" 5.16 145.065 44.000 0.000 0.000
"1101" 2.57 32.371 52.000 5.141 0.000
"1102" 5.67 109.932 52.000 2.835 0.000
"1103" 6.17 124.313 52.000 6.170 0.000
"1104" 2.57 27.23 52.000 5.141 0.000
"1105" 2.87 33.214 52.000 4.306 0.000
"1106" 3.17 38.182 52.000 4.756 0.000
"1107" 3.47 43.42 52.000 5.206 0.000
"1108" 3.77 50.814 52.000 3.770 0.000
"1109" 4.07 56.742 52.000 4.070 0.000
"1110" 4.37 62.941 52.000 6.556 0.000
"1111" 4.77 74.011 52.000 4.770 0.000
"1112" 2.87 38.954 52.000 4.306 0.000
"1113" 5.17 83.375 52.000 5.170 0.000
"1114" 5.67 98.591 52.000 2.835 0.000
"1115" 6.17 111.972 52.000 6.170 0.000
"1116" 2.57 22.089 52.000 5.141 0.000
"1117" 2.87 27.473 52.000 4.306 0.000
"1118" 3.17 31.841 52.000 4.756 0.000
"1119" 3.47 36.479 52.000 5.206 0.000
"1120" 3.77 43.273 52.000 3.770 0.000
"1121" 4.07 48.602 52.000 4.070 0.000
"1122" 4.37 54.2 52.000 6.556 0.000
"1123" 3.17 44.523 52.000 4.756 0.000
"1124" 4.77 64.47 52.000 4.770 0.000
"1125" 5.17 73.034 52.000 5.170 0.000
"1126" 5.67 87.25 52.000 2.835 0.000
"1127" 6.17 99.631 52.000 6.170 0.000
"1128" 2.57 16.948 52.000 4.859 0.370
"1129" 2.87 21.732 52.000 5.135 0.330
"1130" 3.17 25.5 52.000 5.696 0.220
"1131" 3.47 29.539 52.000 7.512 0.330
"1132" 3.77 35.732 52.000 3.770 0.000
"1133" 4.07 40.461 52.000 4.070 0.000
"1134" 3.47 50.361 52.000 5.206 0.000
"1135" 4.37 45.459 52.000 4.584 0.010
"1136" 4.77 54.929 52.000 4.770 0.000
"1137" 5.17 62.693 52.000 5.170 0.000
"1138" 5.67 75.909 52.000 2.835 0.000
"1139" 6.17 87.29 52.000 6.170 0.000
"1140" 2.57 11.807 52.000 5.819 1.140
"1141" 2.87 15.991 52.000 4.397 0.720
"1142" 3.17 19.159 52.000 5.825 0.840
"1143" 3.47 22.598 52.000 4.463 0.670
"1144" 3.77 28.191 52.000 6.495 0.650
"1145" 3.77 58.355 52.000 3.770 0.000
"1146" 4.07 32.32 52.000 5.395 0.670
"1147" 4.37 36.718 52.000 5.694 0.670
"1148" 4.77 45.388 52.000 4.236 0.400
"1149" 5.17 52.352 52.000 8.419 0.630
"1150" 5.67 64.568 52.000 3.829 0.330
