1	1	143700	218500	1978	2	341.2	148
1	1	143700	270200	1979	2	356.4	215
1	1	143700	270200	1981	2	356.4	256
1	1	147000	244900	1981	2	294.8	99
1	1	147000	229900	1978	2	294.9	188
1	1	147000	227100	1973	2	295.1	2206
1	1	147000	235400	1978	2	295.2	257
1	1	147000	227400	1977	2	295.3	260
1	1	147000	263400	1977	2	295.6	1699
1	1	159900	224100	1991	2	215.9	1140
1	1	159900	217900	1976	2	231.0	318
1	1	159900	267700	1972	2	246.2	3121
5	1	174500	266700	0	2	231.2	3122
1	1	174500	174500	1985	2	231.6	1710
5	1	174500	174500	0	2	231.8	3202
1	1	182900	274000	1978	2	200.8	1708
1	1	211800	321600	1972	2	177.6	1709
1	1	211800	284400	1972	2	177.6	153
5	1	231100	231100	0	2	185.7	101
5	1	231100	231100	0	2	185.9	1050
1	1	238100	351100	1974	2	105.7	3176
1	1	238100	318500	1976	2	128.6	3177
1	1	238100	313700	1985	1	128.7	3178
3	1	258800	336500	1978	2	411.8	3179
2	1	258800	365500	1979	2	412.5	3180
2	1	258800	431100	1981	2	413.1	193
1	1	287800	488400	1993	1	86.8	1714
5	1	317300	317300	0	2	231.4	1779
1	1	515700	667800	1974	1	45.7	1780
5	1	627600	630500	0	1	80.8	1711
5	1	693500	693500	0	2	185.6	1712
1	1	764000	908900	1968	1	80.7	1713
1	1	764000	908900	1968	1	80.7	160
1	1	771300	872200	1979	1	80.2	1942
1	1	771300	872200	1979	1	80.2	1828
1	1	771300	872200	1979	1	80.2	151
1	1	771300	872200	1979	1	80.2	1773
1	1	771300	872200	1979	1	80.2	1772
1	2	143700	227300	1977	2	326.6	1715
1	2	143700	235700	1977	2	341.8	1774
1	2	143700	268400	1986	2	357.0	1769
1	2	147000	232100	1978	2	280.6	1791
1	2	147000	232800	1981	2	296.0	97
1	2	147000	234900	1973	2	311.3	1846
1	2	161000	325100	1989	2	341.9	1851
5	2	164600	164600	0	2	296.1	1954
1	2	174500	290300	1986	2	231.6	119
1	2	174500	270900	1987	2	231.8	161
1	2	174500	262600	1987	2	231.9	2192
1	2	174500	268400	1987	2	232.0	1792
1	2	174500	289700	1987	2	232.0	1183
1	2	215000	347300	1986	1	81.5	1185
1	2	215000	365200	1986	1	81.5	1705
1	2	215000	372200	1986	1	81.5	1704
1	2	215000	372200	1986	1	81.5	1864
1	2	231100	350300	1986	2	185.7	1366
1	2	231100	341800	1986	2	185.8	1824
1	2	231100	346600	1987	2	186.1	2146
1	2	231100	341800	1986	2	186.1	2209
1	2	231100	359700	1986	2	186.3	1829
5	2	271400	271400	0	2	415.4	365
5	2	271400	271400	0	2	415.4	1365
5	2	271400	271400	0	2	415.4	96
5	2	271400	271400	0	2	415.4	1825
1	2	300500	578500	1990	2	207.4	3108
1	2	304300	476700	1994	2	211.0	1790
1	2	310000	450400	1986	1	81.5	1823
1	2	341000	506200	1986	1	81.5	3112
1	2	341000	506200	1986	1	81.5	1707
3	2	455500	1009200	1981	2	413.8	1706
1	2	627600	1202600	1978	1	80.9	1139
1	2	645700	839100	1977	1	81.0	3325
1	2	645700	839100	1977	1	81.0	2194
1	2	645700	839100	1977	1	81.0	911
1	2	645700	839100	1977	1	81.0	107
5	2	645700	645700	0	1	81.4	2172
5	2	654800	757800	0	1	80.6	2821
1	2	654800	757800	1970	1	80.6	1593
1	2	654800	757800	1970	1	80.6	1184
1	2	654800	654800	1970	1	81.2	2173
1	2	1365800	1511000	0	1	81.5	2915
1	2	150400	216600	1972	2	331.8	1180
1	2	150400	242900	1982	2	354.2	1606
3	2	152500	350500	1980	2	285.7	3412
2	2	152500	284200	1983	2	309.0	3328
5	2	164600	164600	0	2	317.3	1607
5	2	165600	165600	0	2	321.0	1179
1	2	169000	280100	1983	1	81.2	519
1	2	169000	280100	1983	1	81.2	1603
1	2	169000	280100	1983	1	81.2	2193
1	2	169000	280100	1983	1	81.2	1604
1	2	179000	290100	1983	1	81.2	2169
1	2	179000	290100	1983	1	81.2	1623
1	2	179000	290100	1983	1	81.2	121
1	2	179000	290100	1983	1	81.2	2820
1	2	179000	290100	1983	1	81.2	1029
1	2	179000	290100	1983	1	81.2	301
5	2	261900	657900	0	2	186.6	1599
1	2	261900	657900	1975	2	186.6	2179
5	2	261900	691400	0	2	186.9	2198
5	2	300500	300500	0	2	207.5	3209
5	2	304300	304300	0	2	211.1	2167
3	2	315000	488900	1996	2	232.5	1592
3	2	361800	491300	1980	2	417.1	1182
2	2	379200	1122800	1995	2	419.4	2203
5	2	627600	1187600	0	1	78.6	1951
5	2	636700	1310100	0	1	78.4	3418
5	2	636700	1312500	0	1	78.5	3187
5	2	645700	1245000	0	1	78.3	3188
1	2	1545200	1581000	0	1	81.2	3208
3	2	155000	267800	1988	2	286.2	2199
3	2	155000	334200	1973	2	309.1	1181
5	2	155000	155000	0	2	331.9	1880
5	2	177100	333900	1995	2	244.7	1881
3	2	177100	534900	1996	2	245.0	1101
5	2	211800	513700	0	2	222.1	2177
5	2	211800	211800	0	2	222.4	2178
5	2	211800	211800	0	2	222.4	989
1	2	231100	231100	1993	2	187.7	1953
1	2	231100	337500	1993	2	187.9	2200
1	2	231100	392300	1993	2	188.0	528
5	2	231100	432400	0	2	188.1	2207
1	2	231100	398800	1993	2	188.3	3283
1	2	231100	383500	1994	2	188.5	102
1	2	231100	383500	1993	2	188.5	1952
5	2	308700	677900	0	2	125.8	302
5	2	308700	672700	0	2	125.9	3129
3	2	315000	644000	1945	2	297.4	3061
5	2	352800	742800	0	2	126.0	2176
5	2	352800	679000	0	2	126.1	1049
6	2	451000	451000	0	1	82.7	973
5	2	453100	453100	0	2	346.8	2208
5	2	500200	935900	0	1	55.7	3212
5	2	500200	824300	0	1	55.8	1947
5	2	554800	918000	1996	1	58.7	1945
1	2	554800	922700	1996	1	59.1	1892
1	2	645700	1221100	1975	1	79.4	990
5	2	740700	740700	0	2	423.3	527
1	3	149500	241900	1980	2	344.0	2201
1	3	152900	290000	1980	2	298.3	2202
5	3	178500	178500	0	2	234.5	1937
3	3	249600	420900	1945	2	184.9	367
3	3	298100	487700	1950	2	191.1	3162
5	3	308700	568400	1996	2	126.1	3302
5	3	308700	308700	0	2	126.2	3299
5	3	308700	308700	0	2	126.4	1598
3	3	315000	576100	1978	2	297.9	2838
2	3	315000	485400	1986	2	343.7	1946
3	3	364900	811100	1983	2	428.4	1950
3	3	385200	908100	1986	2	426.5	1879
3	3	446200	909700	1962	2	216.0	1872
5	3	500200	500200	0	1	59.0	1938
1	3	500200	781300	1996	1	59.1	3130
5	3	500200	508500	0	1	59.3	3039
1	3	834900	928900	1960	1	83.1	3207
1	3	834900	928900	1960	1	83.1	1122
1	3	834900	928900	1960	1	83.1	1917
1	3	834900	928900	1960	1	83.1	3127
1	3	843100	1611500	1945	1	83.0	899
1	3	0	1008000	1983	1	74.3	900
1	3	146600	234100	1983	2	344.4	1918
1	3	146600	243900	1980	2	344.5	3758
1	3	146600	234000	1980	2	344.5	3759
1	3	146600	237000	1980	2	344.6	3760
1	3	146600	289600	1980	2	344.7	3761
1	3	146600	233700	1980	2	344.8	3762
1	3	149500	242300	1981	2	344.2	3763
1	3	149500	274200	1981	2	344.4	3764
1	3	149900	242000	1980	2	298.7	3651
1	3	149900	267700	1980	2	298.8	3652
1	3	149900	257600	1993	2	298.8	3653
1	3	149900	249800	1980	2	298.9	3655
1	3	149900	315300	1980	2	299.0	3656
1	3	149900	250700	1986	2	299.0	3657
1	3	152900	242400	1987	2	298.4	3658
1	3	152900	292300	1980	2	298.6	3654
3	3	184500	421600	1988	2	410.3	2196
5	3	192800	453300	0	2	235.5	1093
5	3	198300	464300	0	2	235.1	3126
5	3	198300	465800	0	2	235.4	2802
5	3	296600	296600	0	2	189.2	2197
5	3	296600	650400	0	2	189.5	1939
5	3	312100	362400	1946	2	189.7	3414
3	3	505400	837200	1960	2	214.4	3128
1	3	699900	880000	1982	1	73.9	3415
1	3	734400	1141700	1996	1	75.2	2800
1	3	751700	933100	1986	1	74.0	2798
3	3	838600	1539000	1984	2	431.6	3206
5	3	974100	2342000	0	1	74.4	1940
1	3	0	1008000	1983	1	74.0	3659
1	3	0	504000	1983	1	74.6	3665
1	3	146600	238300	1980	2	343.7	3660
1	3	146600	254800	1980	2	343.9	3666
1	3	146600	228700	1980	2	344.1	3662
1	3	146600	235500	1980	2	344.2	3664
1	3	146600	230100	1983	2	344.3	3661
1	3	149900	238500	1980	2	298.2	3667
1	3	149900	248000	1980	2	298.3	3663
1	3	149900	243300	1980	2	298.4	2234
1	3	149900	250500	1980	2	298.4	2170
1	3	149900	247500	1980	2	298.6	1354
1	3	195100	201000	0	1	74.6	1931
5	3	198300	372000	0	2	234.5	93
5	3	198300	558700	0	2	234.8	2824
5	3	198300	434300	0	2	234.9	1348
1	3	201000	463300	1983	1	74.4	1174
1	3	201000	474800	1983	1	74.4	1948
1	3	201000	499600	1983	1	74.6	1351
1	3	231100	267300	1950	2	188.5	364
5	3	296600	646700	0	2	188.7	2839
5	3	296600	536900	0	2	188.9	2840
1	3	402000	402000	0	1	74.4	2841
6	3	503700	509100	0	1	83.0	3437
1	3	618500	1193900	1978	1	75.0	1070
3	3	903800	1485800	1992	2	441.2	979
1	3	143700	240700	1985	2	343.4	2844
1	3	143700	265100	1982	2	343.6	2845
1	3	143700	238800	1981	2	343.8	3038
1	3	143700	238800	1981	2	343.8	3071
5	3	143700	143700	0	2	343.9	3072
1	3	143700	235500	1980	2	344.1	3073
1	3	143700	244500	1985	2	344.3	2843
1	3	147000	415500	1978	2	298.0	1919
1	3	147000	229900	1984	2	298.2	2310
1	3	147000	242200	1979	2	298.4	2311
1	3	147000	263900	1985	2	298.4	2312
1	3	147000	261100	1992	2	298.6	2313
1	3	147000	229100	1978	2	298.7	2314
5	3	158600	482700	0	2	234.2	1949
1	3	158600	453300	1993	2	234.3	2309
1	3	158600	265300	1984	2	234.4	3298
1	3	158600	321400	1983	2	234.9	122
5	3	158600	250900	0	2	250.0	120
1	3	228600	274500	1952	2	212.8	298
1	3	228600	274500	1952	2	212.8	3429
5	3	231100	591100	0	2	188.0	978
5	3	231100	231100	0	2	188.2	3243
3	3	231800	307200	1950	2	188.3	3244
3	3	292100	421300	1950	2	181.9	3245
5	3	609400	647200	0	1	82.2	2568
1	3	609400	609400	1952	1	82.8	2308
1	3	609400	609400	1956	1	82.8	1144
5	3	609400	683900	0	1	82.9	1349
5	3	618500	618500	0	1	82.7	1819
5	3	618500	618500	0	1	82.7	3315
3	3	2302100	6400400	1984	2	440.2	3316
1	4	0	75800	1952	2	187.2	3317
1	4	143700	245300	1982	2	327.5	3318
1	4	143700	222900	1983	2	342.9	3319
1	4	143700	251700	1981	2	343.0	895
1	4	143700	235300	1981	2	343.1	1932
1	4	143700	233400	1982	2	343.3	2318
1	4	143700	225000	1983	2	358.2	2565
1	4	147000	237200	1979	2	297.2	1074
1	4	147000	253100	1978	2	297.4	1353
1	4	147000	253100	1979	2	297.4	2823
1	4	147000	233500	1979	2	297.7	3441
1	4	147000	230500	1979	2	297.8	3004
1	4	147000	228600	1979	2	297.8	3320
1	4	147000	230400	1979	2	298.0	2569
5	4	158600	437200	0	2	233.0	223
5	4	158600	430400	0	2	248.7	2317
5	4	175400	175400	0	2	217.8	2689
1	4	177100	471200	1983	2	233.8	3242
5	4	177100	475500	0	2	234.0	1102
5	4	177100	475500	0	2	234.0	2315
4	4	231800	231800	0	2	186.7	2316
4	4	231800	231800	0	2	187.0	2205
4	4	231800	231800	0	2	187.2	2195
4	4	231800	231800	0	2	187.4	1347
3	4	288900	540900	1973	2	187.7	3232
6	4	481100	487200	0	1	81.6	2817
1	4	591200	942600	1984	1	81.4	762
5	4	591200	942600	0	1	81.4	1859
1	4	600300	853400	1914	1	81.8	3017
1	4	600300	689200	1994	1	82.2	2319
5	4	606200	610000	0	1	82.2	3311
3	4	616100	894400	1959	1	81.9	3044
5	4	618500	618500	0	1	82.7	2564
1	4	138900	273400	1996	2	327.5	2825
1	4	142100	186700	1992	2	289.4	2826
1	4	142100	264500	1970	2	319.5	2827
5	4	143700	276900	0	2	342.1	2828
1	4	143700	261800	1985	2	342.2	2829
1	4	143700	143700	1993	2	342.2	2830
1	4	147000	379200	1956	2	296.9	2296
1	4	147000	278500	1958	2	297.0	2297
1	4	147000	270800	1994	2	297.0	2298
1	4	147000	190800	1989	2	297.2	177
1	4	147000	181900	1970	2	297.3	178
1	4	147000	164600	1985	2	297.6	179
5	4	158600	419700	0	2	231.9	349
5	4	158600	382400	0	2	232.0	3234
1	4	158600	450600	1993	2	232.2	3233
1	4	158600	429100	1987	2	232.4	1876
5	4	231100	657100	0	2	185.8	1358
5	4	231100	670800	0	2	185.9	3720
5	4	231100	231100	0	2	186.1	3721
5	4	231100	657400	0	2	186.2	3719
4	4	315000	460300	1960	2	186.5	3229
3	4	315000	479800	1948	2	232.7	2320
5	4	345000	345000	0	2	347.6	3235
1	4	600300	2024400	1975	1	81.2	3036
5	4	600300	2001100	0	1	81.3	1878
5	4	609400	1999800	0	1	81.5	486
1	4	1039600	1215500	1950	1	81.1	3420
3	4	1383500	3010200	0	2	450.2	1816
3	4	99800	204000	1986	2	423.5	3310
3	4	142500	291900	1986	2	423.5	3103
1	4	143700	407700	1994	2	341.0	3161
1	4	143700	308000	1996	2	341.3	2299
1	4	143700	417700	1996	2	341.5	2300
1	4	143700	307300	1986	2	341.8	180
1	4	143700	326400	1984	2	341.9	181
1	4	147000	355600	1996	2	295.9	2110
1	4	147000	362000	1995	2	296.2	1109
1	4	147000	320100	1975	2	296.4	3570
1	4	147000	449500	1995	2	296.5	3571
1	4	147000	348500	1995	2	296.6	3573
5	4	158600	465900	0	2	231.0	3574
5	4	158600	490400	0	2	231.2	3575
5	4	158600	158600	0	2	231.3	3576
5	4	158600	470000	0	2	231.6	3578
5	4	158600	378000	0	2	231.7	3579
5	4	231100	654100	0	2	185.1	3580
5	4	231100	641100	0	2	185.3	3582
5	4	231100	671700	0	2	185.5	3583
5	4	231100	647600	0	2	185.5	3585
5	4	231100	657200	0	2	185.7	3592
3	4	242300	248400	0	2	423.5	3594
3	4	369100	699300	0	2	495.1	3596
2	4	402000	765000	1995	2	411.5	3597
3	4	421300	705100	1979	2	481.3	3598
6	4	553700	587200	0	1	80.4	3600
4	4	2577100	3857300	1960	1	80.4	3602
6	5	1900	1900	0	2	295.9	3603
5	5	88000	194100	0	2	479.9	3604
1	5	88000	88000	1978	2	480.3	3606
1	5	90200	167000	1985	2	480.6	3607
1	5	97800	160200	1972	2	418.7	3608
1	5	97800	163100	1983	2	418.9	3572
1	5	97800	163500	1973	2	433.9	3577
1	5	97800	161300	1975	2	434.1	3581
1	5	97800	166400	1979	2	449.3	3584
1	5	97800	189500	1972	2	449.6	3586
1	5	97800	180400	1972	2	464.5	3587
1	5	97800	189700	1972	2	464.9	3588
1	5	100200	169500	1984	2	419.2	3589
1	5	100200	190600	1991	2	434.5	3590
1	5	100200	168500	1973	2	449.7	3591
1	5	100200	168500	1971	2	449.7	3595
1	5	100200	214300	1973	2	464.8	3599
1	5	116400	234100	1980	2	388.4	3601
1	5	116400	200800	1979	2	388.6	3605
1	5	116400	197600	1987	2	403.6	3593
1	5	116400	169100	1979	2	403.8	2822
1	5	119000	182800	1973	2	388.6	1860
1	5	119000	192500	1973	2	404.0	3035
1	5	129100	191100	1970	2	340.5	1877
1	5	129100	198300	1977	2	340.8	2204
1	5	129100	204600	1970	2	340.8	3204
1	5	131300	233000	1976	2	295.8	3281
1	5	138200	208700	1970	2	295.5	2816
1	5	138200	206300	1972	2	295.8	991
5	5	169300	318300	0	2	230.8	3753
1	5	169300	353400	1996	2	230.8	1105
1	5	169300	421500	1995	2	231.0	3064
1	5	169300	421500	1995	2	231.0	490
1	5	169300	398300	1996	2	231.2	1106
5	5	169300	309600	0	2	231.3	3752
5	5	169300	453300	0	2	231.5	3398
5	5	169300	453300	0	2	231.5	3755
5	5	229700	435900	0	2	184.6	3754
5	5	229700	415900	1995	2	184.6	1807
5	5	229700	421500	0	2	184.8	3186
1	5	229700	500200	1998	2	184.9	3297
1	5	229700	469300	1995	2	184.9	3397
1	5	229700	469300	1994	2	184.9	3224
5	5	229700	396900	0	2	185.0	3137
3	5	340700	562600	1986	2	509.2	3694
5	5	408100	772700	0	2	208.6	3695
5	5	599600	1124400	0	1	79.2	3692
5	5	599600	1126200	0	1	79.5	3693
5	5	599600	1125500	0	1	79.9	3696
1	5	604700	661000	1988	1	79.0	110
1	5	604700	1131400	1982	1	79.7	941
5	5	604700	1131000	0	1	79.8	1927
1	5	604700	745200	1933	1	79.9	2251
2	5	1026000	2303500	1976	2	318.2	2252
1	5	88000	155500	1972	2	479.3	2253
1	5	88000	166400	1993	2	479.6	2254
1	5	88000	209000	1970	2	498.7	2255
1	5	88000	144800	1973	2	499.5	170
1	5	88000	140400	1972	2	500.0	171
1	5	95300	327100	1986	2	441.8	172
5	5	97800	211500	0	2	417.8	173
1	5	97800	162000	1973	2	418.3	174
1	5	97800	97800	1973	2	418.6	3489
5	5	97800	195700	0	2	421.7	3499
5	5	97800	191200	0	2	432.9	3500
1	5	97800	178300	1972	2	433.5	3503
1	5	97800	161100	1986	2	433.7	3505
1	5	97800	181100	1972	2	448.7	3508
1	5	97800	176100	1978	2	448.8	3509
1	5	97800	97800	1973	2	448.9	3511
5	5	97800	210700	0	2	462.9	3490
1	5	97800	180600	1987	2	464.2	3491
1	5	97800	97800	1976	2	464.3	3494
1	5	97800	97800	1973	2	464.3	3501
1	5	116400	179200	1972	2	339.7	3504
1	5	116400	202600	1959	2	347.1	3507
1	5	116400	181400	1990	2	354.6	3510
1	5	116400	153700	1972	2	387.6	3512
1	5	116400	188100	1973	2	387.9	3488
1	5	116400	266300	1971	2	394.9	3492
1	5	116400	291700	1971	2	395.0	3493
1	5	116400	198200	1984	2	395.2	3495
1	5	116400	166600	1973	2	403.0	3496
1	5	116400	204300	1972	2	403.2	3497
1	5	126700	198500	1970	2	286.7	3498
1	5	126700	198500	1971	2	286.7	3506
1	5	126700	196900	1970	2	286.8	3513
1	5	126700	196100	1972	2	309.5	3514
1	5	129100	212500	1970	2	324.6	3515
1	5	129100	208900	1983	2	325.1	3502
1	5	129100	207100	1974	2	339.3	1822
1	5	129100	186400	1970	2	340.2	3069
1	5	129100	193200	1971	2	340.5	3717
1	5	129100	200600	1973	2	354.2	3718
1	5	138200	386300	1984	2	294.8	3716
1	5	138200	386300	1971	2	294.8	3056
5	5	138200	138200	0	2	294.9	3019
1	5	138200	229000	1990	2	295.0	3055
1	5	138200	213100	1976	2	295.2	2814
1	5	138200	211400	1976	2	295.4	3139
1	5	138200	216800	1990	2	295.6	1820
5	5	169300	236000	0	2	230.2	2236
5	5	169300	169300	0	2	230.3	986
1	5	169300	169300	1977	2	230.3	2813
5	5	169300	169300	0	2	230.7	2818
5	5	169300	169300	0	2	245.0	1923
5	5	197500	197500	0	2	214.5	1926
5	5	197500	197500	0	2	229.7	2235
1	5	229700	398500	1998	2	184.6	1092
1	5	287000	315400	1930	2	184.3	1873
3	5	356000	754200	1955	2	200.0	1874
3	5	369200	888100	1978	2	511.6	1875
5	5	551000	551000	0	2	184.2	1341
6	5	553700	574000	0	1	78.8	3458
1	5	584100	742200	1975	1	78.9	3460
5	5	589200	1144300	0	1	75.9	3456
1	5	594400	687600	1934	1	78.8	3459
1	5	594400	744300	1984	1	79.0	3461
1	5	599600	660300	1935	1	79.5	3457
1	5	599600	660300	1935	1	79.5	2109
1	5	604700	870100	1996	1	78.9	2819
1	5	730400	874000	1935	1	74.5	3312
1	5	88000	159800	1974	2	505.6	2150
1	5	92400	199300	1976	2	501.7	1591
1	5	95300	194900	1974	2	444.2	2152
1	5	97800	200900	1978	2	414.0	3223
1	5	97800	200900	1986	2	414.0	3145
1	5	97800	191500	1978	2	418.8	1821
1	5	97800	186700	1978	2	429.6	1845
1	5	97800	194500	1986	2	445.0	3075
1	5	97800	198500	1978	2	460.1	2151
1	5	97800	171700	1984	2	474.9	3018
1	5	97800	175100	1981	2	490.3	2294
1	5	97800	171500	1978	2	491.0	2295
1	5	100200	163900	1972	2	422.6	175
1	5	100200	201100	1974	2	467.2	176
1	5	116400	171000	1983	2	390.1	737
1	5	116400	208200	1984	2	391.1	1364
1	5	116400	209700	1985	2	393.7	2227
1	5	116400	202800	1967	2	394.9	3477
1	5	121500	237700	1989	2	392.3	3478
1	5	129100	304200	1993	2	321.0	3479
1	5	129100	304200	1983	2	321.0	3480
1	5	129100	278100	1998	2	335.6	3481
1	5	129100	233700	1975	2	338.2	3474
1	5	129100	223600	1976	2	339.3	3476
1	5	129100	297500	1998	2	350.5	3475
1	5	138200	262100	1973	2	290.3	1099
1	5	138200	262100	1972	2	290.3	3471
1	5	138200	226500	1970	2	291.4	3292
1	5	138200	210600	1991	2	292.5	3105
1	5	138200	203300	1984	2	293.8	1852
1	5	138200	370700	1991	2	294.7	3065
5	5	169300	269600	0	2	225.4	3066
5	5	169300	327300	0	2	226.6	3715
5	5	169300	169300	0	2	227.8	186
1	5	169300	169300	1958	2	227.8	187
1	5	169300	169300	1990	2	227.8	1138
3	5	194500	346000	1974	2	528.2	763
1	5	211700	286100	1947	2	229.6	3143
1	5	229700	413100	1935	2	179.9	3144
1	5	229700	282700	1988	2	181.1	190
5	5	229700	274100	0	2	182.3	191
1	5	229700	343400	1973	2	183.5	3228
1	5	229700	372500	1965	2	184.0	3185
3	5	382600	574900	1990	2	527.7	3218
6	5	553700	568200	0	1	73.1	1356
1	5	589200	653900	1940	1	77.1	411
1	5	594400	724100	1987	1	75.4	3669
1	5	599600	781800	1985	1	75.3	3670
1	5	615100	752400	1976	1	78.2	3668
1	5	651300	851000	1978	1	78.5	489
1	6	0	1024000	1983	1	65.5	1362
1	6	0	1024000	1983	1	67.4	20
1	6	92400	168100	1973	2	469.4	2711
1	6	96800	219500	1991	2	473.1	2676
1	6	97800	179100	1975	2	407.6	1127
1	6	97800	205700	1975	2	409.8	366
1	6	97800	205700	1984	2	409.8	2677
1	6	97800	180900	1978	2	422.8	252
1	6	97800	190800	1981	2	425.0	1090
1	6	97800	170200	1984	2	440.2	1186
1	6	97800	198800	1972	2	455.4	1818
1	6	99000	204700	1974	2	468.8	3305
1	6	100200	175000	1977	2	439.5	1924
1	6	102600	202600	1987	2	424.3	1925
1	6	112400	450500	1995	2	406.5	100
1	6	116400	222400	1974	2	383.9	3027
1	6	116400	265900	1997	2	385.1	3104
1	6	116400	267700	1985	2	386.3	2145
1	6	116400	204600	1997	2	387.4	3157
1	6	117300	195300	1977	2	459.8	3031
1	6	121500	208400	1972	2	381.2	1850
1	6	129100	162800	1973	2	315.9	1813
1	6	129100	219000	1978	2	326.0	1814
5	6	129100	129100	0	2	327.4	3230
1	6	129100	300500	1969	2	328.5	3231
1	6	129100	321600	1993	2	330.8	194
1	6	129100	252500	1986	2	345.8	195
1	6	138200	256400	1992	2	281.6	2808
1	6	138200	229400	1992	2	283.0	2809
1	6	138200	271600	1976	2	284.1	2810
1	6	138200	375700	1978	2	285.3	3734
1	6	138200	274800	1994	2	286.5	3473
1	6	138200	441300	1992	2	287.8	1622
1	6	138200	441300	1976	2	287.8	1107
5	6	169300	169300	0	2	215.9	696
1	6	169300	190900	1983	2	217.2	697
1	6	169300	258000	1964	2	218.2	736
1	6	169300	212500	1955	2	219.3	2674
1	6	169300	278200	1985	2	228.5	2681
5	6	169300	434300	0	2	230.4	938
5	6	183700	183700	0	2	198.9	249
1	6	229700	375100	1996	2	170.5	1355
1	6	229700	405400	1994	2	171.5	1605
1	6	229700	422100	1991	2	172.6	3288
1	6	229700	422100	1935	2	172.6	2675
1	6	229700	257400	1996	2	173.7	250
5	6	247200	247200	0	2	184.9	251
5	6	267900	267900	0	2	173.9	1811
1	6	589200	867900	1993	1	69.6	2904
1	6	589200	847000	1993	1	71.2	3323
1	6	594400	803500	1992	1	72.4	2230
1	6	625400	928100	1993	1	69.0	1360
5	6	11600	11600	0	2	384.1	1453
1	6	88000	182700	1985	2	468.1	1361
1	6	88000	163300	1975	2	468.7	1357
1	6	96800	197600	1984	2	469.8	1847
1	6	100200	180000	1977	2	404.3	1191
1	6	100200	180000	1977	2	404.3	3070
